InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
1_HARDERSFIELD_23796,1,23796,Mayu Pedro Ximenez,750mL,2,25.98,12.99,2024-01-23,750.0,2,0.22,653,STATE WINE & SPIRITS   
1_HARDERSFIELD_23801,1,23801,Boya Pnt Nr,750mL,1,15.99,15.99,2024-01-15,750.0,2,0.11,653,STATE WINE & SPIRITS   
1_HARDERSFIELD_23801,1,23801,Boya Pnt Nr,750mL,1,15.99,15.99,2024-01-18,750.0,2,0.11,653,STATE WINE & SPIRITS   
1_HARDERSFIELD_23801,1,23801,Boya Pnt Nr,750mL,1,15.99,15.99,2024-01-20,750.0,2,0.11,653,STATE WINE & SPIRITS   
1_HARDERSFIELD_2382,1,2382,Ophir London Dry Gin,750mL,1,29.99,29.99,2024-01-16,750.0,1,0.79,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_2382,1,2382,Ophir London Dry Gin,750mL,1,24.99,24.99,2024-01-30,750.0,1,0.79,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_23866,1,23866,Landhaus Mayer Gruner Veltli,750mL,1,11.99,11.99,2024-01-15,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_23889,1,23889,Corbett Canyon Wh Znfdl,1.5L,1,6.99,6.99,2024-01-04,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_23889,1,23889,Corbett Canyon Wh Znfdl,1.5L,1,6.99,6.99,2024-01-05,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_23889,1,23889,Corbett Canyon Wh Znfdl,1.5L,1,6.99,6.99,2024-01-12,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_23889,1,23889,Corbett Canyon Wh Znfdl,1.5L,1,6.99,6.99,2024-01-19,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_23889,1,23889,Corbett Canyon Wh Znfdl,1.5L,1,6.99,6.99,2024-01-20,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_23889,1,23889,Corbett Canyon Wh Znfdl,1.5L,2,13.98,6.99,2024-01-23,1500.0,2,0.45,9815,WINE GROUP INC             
1_HARDERSFIELD_23889,1,23889,Corbett Canyon Wh Znfdl,1.5L,1,6.99,6.99,2024-01-29,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_23944,1,23944,Ch du Courlat 10,750mL,1,24.99,24.99,2024-01-24,750.0,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_23969,1,23969,Bellafina Prosecco,750mL,1,7.99,7.99,2024-01-14,750.0,2,0.11,90024,VINILANDIA USA             
1_HARDERSFIELD_23973,1,23973,Catena RSV Cab Svgn,750mL,1,16.99,16.99,2024-01-01,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_23973,1,23973,Catena RSV Cab Svgn,750mL,1,16.99,16.99,2024-01-02,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_23973,1,23973,Catena RSV Cab Svgn,750mL,1,16.99,16.99,2024-01-10,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_23973,1,23973,Catena RSV Cab Svgn,750mL,2,33.98,16.99,2024-01-13,750.0,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_23973,1,23973,Catena RSV Cab Svgn,750mL,2,33.98,16.99,2024-01-31,750.0,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_23974,1,23974,Catena RSV Chard,750mL,1,16.99,16.99,2024-01-02,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_23974,1,23974,Catena RSV Chard,750mL,1,16.99,16.99,2024-01-13,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_23974,1,23974,Catena RSV Chard,750mL,1,16.99,16.99,2024-01-25,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_23974,1,23974,Catena RSV Chard,750mL,4,67.96,16.99,2024-01-31,750.0,2,0.45,9552,M S WALKER INC             
1_HARDERSFIELD_2398,1,2398,Tullamore Dew,750mL,1,26.99,26.99,2024-01-13,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_2398,1,2398,Tullamore Dew,750mL,2,53.98,26.99,2024-01-16,750.0,1,1.57,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_2398,1,2398,Tullamore Dew,750mL,1,26.99,26.99,2024-01-17,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_2398,1,2398,Tullamore Dew,750mL,1,26.99,26.99,2024-01-22,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_2398,1,2398,Tullamore Dew,750mL,1,26.99,26.99,2024-01-24,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_2398,1,2398,Tullamore Dew,750mL,2,53.98,26.99,2024-01-25,750.0,1,1.57,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-12,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-14,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-15,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-17,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-20,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-23,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-24,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24002,1,24002,Corbett Canyon Chard,1.5L,1,6.99,6.99,2024-01-27,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24003,1,24003,Corbett Canyon Cab Svgn,1.5L,2,13.98,6.99,2024-01-05,1500.0,2,0.45,9815,WINE GROUP INC             
1_HARDERSFIELD_24003,1,24003,Corbett Canyon Cab Svgn,1.5L,1,6.99,6.99,2024-01-16,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24003,1,24003,Corbett Canyon Cab Svgn,1.5L,1,6.99,6.99,2024-01-25,1500.0,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_24029,1,24029,W Hill Est Cntrl Cst Pnt Nr,750mL,2,29.98,14.99,2024-01-09,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_24029,1,24029,W Hill Est Cntrl Cst Pnt Nr,750mL,1,14.99,14.99,2024-01-15,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_24029,1,24029,W Hill Est Cntrl Cst Pnt Nr,750mL,1,14.99,14.99,2024-01-22,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_24029,1,24029,W Hill Est Cntrl Cst Pnt Nr,750mL,1,14.99,14.99,2024-01-23,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_24048,1,24048,Ozeki Dry Sake,750mL,1,9.99,9.99,2024-01-01,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_24048,1,24048,Ozeki Dry Sake,750mL,1,9.99,9.99,2024-01-08,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_24048,1,24048,Ozeki Dry Sake,750mL,1,9.99,9.99,2024-01-22,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_24048,1,24048,Ozeki Dry Sake,750mL,1,9.99,9.99,2024-01-25,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_24048,1,24048,Ozeki Dry Sake,750mL,1,9.99,9.99,2024-01-29,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_24048,1,24048,Ozeki Dry Sake,750mL,1,9.99,9.99,2024-01-30,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_24086,1,24086,Hess Select Chard,750mL,1,12.99,12.99,2024-01-07,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24086,1,24086,Hess Select Chard,750mL,2,25.98,12.99,2024-01-16,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24086,1,24086,Hess Select Chard,750mL,1,12.99,12.99,2024-01-21,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24086,1,24086,Hess Select Chard,750mL,2,25.98,12.99,2024-01-23,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24086,1,24086,Hess Select Chard,750mL,1,12.99,12.99,2024-01-24,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24086,1,24086,Hess Select Chard,750mL,1,12.99,12.99,2024-01-26,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24086,1,24086,Hess Select Chard,750mL,1,12.99,12.99,2024-01-30,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24088,1,24088,Hess Select Cab Svgn,750mL,2,35.98,17.99,2024-01-09,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24088,1,24088,Hess Select Cab Svgn,750mL,1,17.99,17.99,2024-01-15,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24088,1,24088,Hess Select Cab Svgn,750mL,1,17.99,17.99,2024-01-22,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24088,1,24088,Hess Select Cab Svgn,750mL,1,17.99,17.99,2024-01-25,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24088,1,24088,Hess Select Cab Svgn,750mL,2,35.98,17.99,2024-01-31,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24101,1,24101,Soli White Blend,750mL,1,7.99,7.99,2024-01-06,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24101,1,24101,Soli White Blend,750mL,5,39.95,7.99,2024-01-08,750.0,2,0.56,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24101,1,24101,Soli White Blend,750mL,5,39.95,7.99,2024-01-09,750.0,2,0.56,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24101,1,24101,Soli White Blend,750mL,6,47.94,7.99,2024-01-11,750.0,2,0.68,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24101,1,24101,Soli White Blend,750mL,1,7.99,7.99,2024-01-29,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_2412,1,2412,JP Wiser's Rye,750mL,1,21.99,21.99,2024-01-15,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,1,19.99,19.99,2024-01-02,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,1,19.99,19.99,2024-01-10,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,2,39.98,19.99,2024-01-13,750.0,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,1,19.99,19.99,2024-01-15,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,2,39.98,19.99,2024-01-23,750.0,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,2,39.98,19.99,2024-01-29,750.0,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,1,19.99,19.99,2024-01-30,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_24146,1,24146,Louis Latour 12 Marsannay Bl,750mL,2,39.98,19.99,2024-01-31,750.0,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,3,32.97,10.99,2024-01-02,750.0,2,0.34,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,2,21.98,10.99,2024-01-10,750.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,3,32.97,10.99,2024-01-12,750.0,2,0.34,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2024-01-13,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,4,43.96,10.99,2024-01-15,750.0,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,3,32.97,10.99,2024-01-17,750.0,2,0.34,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2024-01-18,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2024-01-20,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2024-01-21,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,2,21.98,10.99,2024-01-23,750.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2024-01-24,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2024-01-26,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,2,21.98,10.99,2024-01-28,750.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_24151,1,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2024-01-29,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,2,43.98,21.99,2024-01-02,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,2,43.98,21.99,2024-01-03,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2024-01-05,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2024-01-08,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2024-01-09,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2024-01-10,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2024-01-11,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,4,91.96,22.99,2024-01-13,750.0,1,3.15,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,2,45.98,22.99,2024-01-23,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,6,137.94,22.99,2024-01-27,750.0,1,4.72,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2024-01-28,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,3,68.97,22.99,2024-01-30,750.0,1,2.36,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2418,1,2418,Crown Royal Regal Apple,750mL,1,22.99,22.99,2024-01-31,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_24188,1,24188,St Francis Cab Svgn Sonoma,750mL,1,16.99,16.99,2024-01-05,750.0,2,0.11,4692,KOBRAND CORPORATION        
1_HARDERSFIELD_24188,1,24188,St Francis Cab Svgn Sonoma,750mL,1,16.99,16.99,2024-01-13,750.0,2,0.11,4692,KOBRAND CORPORATION        
1_HARDERSFIELD_24188,1,24188,St Francis Cab Svgn Sonoma,750mL,1,16.99,16.99,2024-01-22,750.0,2,0.11,4692,KOBRAND CORPORATION        
1_HARDERSFIELD_24188,1,24188,St Francis Cab Svgn Sonoma,750mL,1,16.99,16.99,2024-01-23,750.0,2,0.11,4692,KOBRAND CORPORATION        
1_HARDERSFIELD_2426,1,2426,The Glenlivet 15Yr FrenchOak,750mL,1,54.99,54.99,2024-01-21,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_2426,1,2426,The Glenlivet 15Yr FrenchOak,750mL,1,54.99,54.99,2024-01-23,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_2426,1,2426,The Glenlivet 15Yr FrenchOak,750mL,1,54.99,54.99,2024-01-30,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_24285,1,24285,Dom Clavel Languedoc,750mL,1,13.99,13.99,2024-01-20,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24299,1,24299,Rosemount Diamond Merlot,750mL,1,9.99,9.99,2024-01-06,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24299,1,24299,Rosemount Diamond Merlot,750mL,1,9.99,9.99,2024-01-11,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24299,1,24299,Rosemount Diamond Merlot,750mL,1,9.99,9.99,2024-01-27,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_24310,1,24310,Hi! Prosecco,750mL,2,31.98,15.99,2024-01-05,750.0,2,0.22,10754,PERFECTA WINES             
1_HARDERSFIELD_24310,1,24310,Hi! Prosecco,750mL,1,12.99,12.99,2024-01-17,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_24310,1,24310,Hi! Prosecco,750mL,1,12.99,12.99,2024-01-24,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,21.99,21.99,2024-01-02,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,2,51.98,25.99,2024-01-04,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,2,51.98,25.99,2024-01-05,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-06,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-08,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-09,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,2,51.98,25.99,2024-01-11,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,2,51.98,25.99,2024-01-12,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-13,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-14,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,3,77.97,25.99,2024-01-15,750.0,1,2.36,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-16,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,2,51.98,25.99,2024-01-21,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,4,103.96,25.99,2024-01-22,750.0,1,3.15,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-23,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,2,51.98,25.99,2024-01-25,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-28,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2432,1,2432,Crown Royal,750mL,1,25.99,25.99,2024-01-30,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,8,127.92,15.99,2024-01-02,750.0,2,0.9,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,3,56.97,18.99,2024-01-06,750.0,2,0.34,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,1,18.99,18.99,2024-01-09,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,3,56.97,18.99,2024-01-10,750.0,2,0.34,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,3,56.97,18.99,2024-01-13,750.0,2,0.34,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,4,75.96,18.99,2024-01-15,750.0,2,0.45,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,2,37.98,18.99,2024-01-16,750.0,2,0.22,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,1,18.99,18.99,2024-01-20,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,1,18.99,18.99,2024-01-21,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,8,151.92,18.99,2024-01-22,750.0,2,0.9,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,4,75.96,18.99,2024-01-23,750.0,2,0.45,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,1,18.99,18.99,2024-01-24,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,1,18.99,18.99,2024-01-25,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,3,56.97,18.99,2024-01-26,750.0,2,0.34,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,1,18.99,18.99,2024-01-27,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24325,1,24325,La Crema Chard Sonoma Cst,750mL,3,56.97,18.99,2024-01-30,750.0,2,0.34,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24327,1,24327,La Crema Pnt Nr Sonoma Cst,750mL,1,23.99,23.99,2024-01-09,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24327,1,24327,La Crema Pnt Nr Sonoma Cst,750mL,2,47.98,23.99,2024-01-13,750.0,2,0.22,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24327,1,24327,La Crema Pnt Nr Sonoma Cst,750mL,1,23.99,23.99,2024-01-14,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24327,1,24327,La Crema Pnt Nr Sonoma Cst,750mL,1,23.99,23.99,2024-01-22,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_24327,1,24327,La Crema Pnt Nr Sonoma Cst,750mL,1,23.99,23.99,2024-01-30,750.0,2,0.11,10000,MAJESTIC FINE WINES        
1_HARDERSFIELD_2435,1,2435,Crown Royal RSV,750mL,1,40.99,40.99,2024-01-02,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2435,1,2435,Crown Royal RSV,750mL,1,40.99,40.99,2024-01-08,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2435,1,2435,Crown Royal RSV,750mL,1,40.99,40.99,2024-01-11,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2436,1,2436,Crown Royal,375mL,3,44.97,14.99,2024-01-02,375.0,1,1.18,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2436,1,2436,Crown Royal,375mL,1,14.99,14.99,2024-01-06,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2436,1,2436,Crown Royal,375mL,2,29.98,14.99,2024-01-08,375.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2436,1,2436,Crown Royal,375mL,1,14.99,14.99,2024-01-09,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2436,1,2436,Crown Royal,375mL,1,14.99,14.99,2024-01-14,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_2436,1,2436,Crown Royal,375mL,1,14.99,14.99,2024-01-16,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
