InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
1_HARDERSFIELD_33149,1,33149,Alamos Ridge Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,4.79,18,86.22,2
30_CULCHETH_5444,30,5444,E & J Superior RSV VSOP,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,14.49,6,86.94,1
30_CULCHETH_6258,30,6258,Livingston Chablis Blush Ca,3L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,8.1,4,32.4,2
69_MOUNTMEND_32988,69,32988,Barefoot Cab Svgn Cal,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.26,12,39.12,2
50_MOUNTMEND_7716,50,7716,Andre Brut,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.79,35,132.65,2
7_STANMORE_14006,7,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.44,84,456.96,2
1_HARDERSFIELD_3511,1,3511,New Amsterdam Vodka,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,7.24,11,79.64,1
37_PAETHSMOUTH_39479,37,39479,Barefoot Premium X-Dry,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.29,12,63.48,2
76_DONCASTER_40337,76,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.57,11,72.27,2
5_SUTTON_44037,5,44037,Barefoot Pnt Grigio Cal,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.42,12,41.04,2
15_WANBORNE_18856,15,18856,Barefoot Refresh Sweet White,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,3.92,12,47.04,2
30_CULCHETH_14623,30,14623,The Naked Grape Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,4.69,12,56.28,2
5_SUTTON_39593,5,39593,Redwood Creek Pnt Nr Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.33,12,75.96,2
34_PITMERDEN_31494,34,31494,Barefoot Merlot Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.02,17,102.34,2
76_DONCASTER_10420,76,10420,Barefoot Moscato Cal,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.35,10,33.5,2
69_MOUNTMEND_3180,69,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,10.94,604,6607.76,1
67_EANVERNESS_3180,67,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,10.94,503,5502.82,1
15_WANBORNE_34430,15,34430,Frei Bros RSV Pnt Nr RRV,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,15.06,12,180.72,2
29_AYLESBURY_2534,29,2534,The Dalmore 12Yr Single Malt,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,35.99,3,107.97,1
47_PELLA'S WISH_14006,47,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.44,12,65.28,2
1_HARDERSFIELD_16289,1,16289,Barefoot Bubbly Pink Moscato,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.19,24,124.56,2
69_MOUNTMEND_40545,69,40545,Whitehaven Svgn Bl Marlboro,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.93,4,39.72,2
38_GOULCREST_34134,38,34134,Turning Leaf RSV Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.84,42,245.28,2
30_CULCHETH_27461,30,27461,Ecco Domani Pnt Grigio Venez,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.12,12,73.44,2
76_DONCASTER_32988,76,32988,Barefoot Cab Svgn Cal,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.26,12,39.12,2
5_SUTTON_5404,5,5404,E & J Superior Rsv VSOP,375mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.32,23,99.36,1
76_DONCASTER_2152,76,2152,New Amsterdam Gin,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.19,10,71.9,1
69_MOUNTMEND_5480,69,5480,E & J Superior RSV VSOP,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.85,12,94.2,1
47_PELLA'S WISH_8214,47,8214,E & J Brandy VS,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.4,12,88.8,1
50_MOUNTMEND_5444,50,5444,E & J Superior RSV VSOP,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,14.49,12,173.88,1
1_HARDERSFIELD_8450,1,8450,E & J Brandy VS,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,13.86,6,83.16,1
5_SUTTON_6173,5,6173,Gallo Fairbanks Red Port,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.51,3,16.53,2
7_STANMORE_42752,7,42752,Five Oaks Chard Cal,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,2.56,12,30.72,2
69_MOUNTMEND_46379,69,46379,Ghost Pine Cab Svgn LMartini,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.39,11,103.29,2
7_STANMORE_28889,7,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,10.61,4,42.44,2
30_CULCHETH_35666,30,35666,Redwood Creek Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.12,6,36.72,2
37_PAETHSMOUTH_44511,37,44511,MacMurray Ranch C Cst Pnt Nr,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.49,12,113.88,2
34_PITMERDEN_8075,34,8075,Sheffield Tawny Port,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.75,6,40.5,2
18_FURNESS_10727,18,10727,Starborough Svgn Bl Marlboro,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.41,12,64.92,2
47_PELLA'S WISH_6266,47,6266,Gallo Fairbanks Sherry,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.06,6,30.36,2
76_DONCASTER_6735,76,6735,Gallo Twin Valley Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.53,6,39.18,2
1_HARDERSFIELD_23271,1,23271,Darkhorse Merlot,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.36,12,64.32,2
23_ARBINGTON_33149,23,33149,Alamos Ridge Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.79,34,162.86,2
15_WANBORNE_31489,15,31489,Barefoot Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.71,10,57.1,2
69_MOUNTMEND_8907,69,8907,Carlo Rossi Burgundy Calif,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.63,6,27.78,2
34_PITMERDEN_6635,34,6635,Gallo Twin Valley Hearty Bur,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.66,6,39.96,2
15_WANBORNE_31787,15,31787,Peter Vella Merlot Calif B/B,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,10.8,3,32.4,2
1_HARDERSFIELD_5444,1,5444,E & J Superior RSV VSOP,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,14.49,6,86.94,1
1_HARDERSFIELD_40337,1,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.57,24,157.68,2
23_ARBINGTON_33874,23,33874,Bella Sera Pinot Grigio Del,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.62,4,26.48,2
15_WANBORNE_41786,15,41786,Ecco Domani Colle Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.86,12,70.32,2
67_EANVERNESS_12216,67,12216,Da Vinci Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.66,11,73.26,2
34_PITMERDEN_44041,34,44041,Bella Sera Pinot Noir Delle,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.61,4,30.44,2
67_EANVERNESS_7718,67,7718,Andre Pink,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,3.68,1,3.68,2
30_CULCHETH_44038,30,44038,Barefoot Pnt Grigio Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.86,10,58.6,2
67_EANVERNESS_6266,67,6266,Gallo Fairbanks Sherry,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.06,6,30.36,2
7_STANMORE_42751,7,42751,Five Oaks Cab Svgn Cal,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,2.45,120,294.0,2
30_CULCHETH_12747,30,12747,Barefoot Cellars Pnt Nr,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,3.28,12,39.36,2
1_HARDERSFIELD_7358,1,7358,Viniq Ruby Shimmery Liqueur,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,14.17,12,170.04,1
23_ARBINGTON_34133,23,34133,Turning Leaf RSV Cab Svgn,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.12,30,183.6,2
50_MOUNTMEND_6266,50,6266,Gallo Fairbanks Sherry,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.06,12,60.72,2
34_PITMERDEN_3180,34,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,10.94,26,284.44,1
50_MOUNTMEND_6734,50,6734,Gallo Twin Valley Cab Svgn C,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.49,6,38.94,2
34_PITMERDEN_16843,34,16843,Barefoot Cellars Red Moscato,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.44,21,72.24,2
67_EANVERNESS_14622,67,14622,La Marca Prosecco,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,8.66,29,251.14,2
1_HARDERSFIELD_18107,1,18107,Barefoot Cellars Pink Moscat,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,3.22,12,38.64,2
38_GOULCREST_3180,38,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,10.94,140,1531.6,1
67_EANVERNESS_6593,67,6593,Souverain Chard N Cst,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.84,12,94.08,2
69_MOUNTMEND_33874,69,33874,Bella Sera Pinot Grigio Del,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.62,6,39.72,2
47_PELLA'S WISH_39413,47,39413,Mirassou Pnt Nr Cntrl Coast,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.06,9,45.54,2
29_AYLESBURY_6995,29,6995,Carlo Rossi Spanada Sangria,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.79,6,28.74,2
54_GUTHRAM_36543,54,36543,MacMurray Ranch Pnt Nr RRV,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,13.15,6,78.9,2
47_PELLA'S WISH_40545,47,40545,Whitehaven Svgn Bl Marlboro,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.93,3,29.79,2
76_DONCASTER_28890,76,28890,Peter Vella Wh Znfdl Cal,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.99,2,19.98,2
78_EASTHAVEN_5404,78,5404,E & J Superior Rsv VSOP,375mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,4.32,24,103.68,1
34_PITMERDEN_14006,34,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.44,15,81.6,2
47_PELLA'S WISH_31489,47,31489,Barefoot Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.71,4,22.84,2
76_DONCASTER_6995,76,6995,Carlo Rossi Spanada Sangria,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.79,4,19.16,2
7_STANMORE_5381,7,5381,E&J Peach Brandy,50mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,0.73,120,87.6,1
76_DONCASTER_10421,76,10421,Barefoot Moscato Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.9,10,59.0,2
18_FURNESS_8032,18,8032,Ballatore Gran Spumante,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.26,12,63.12,2
69_MOUNTMEND_6782,69,6782,Peter Vella Delicious Blush,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.65,3,28.95,2
34_PITMERDEN_18856,34,18856,Barefoot Refresh Sweet White,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.92,8,31.36,2
30_CULCHETH_34134,30,34134,Turning Leaf RSV Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.84,42,245.28,2
69_MOUNTMEND_8214,69,8214,E & J Brandy VS,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.4,10,74.0,1
66_EANVERNESS_3180,66,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,10.94,4,43.76,1
34_PITMERDEN_33874,34,33874,Bella Sera Pinot Grigio Del,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.62,5,33.1,2
30_CULCHETH_14006,30,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.44,12,65.28,2
50_MOUNTMEND_18106,50,18106,Barefoot Cellars Pink Moscat,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.14,10,71.4,2
23_ARBINGTON_39479,23,39479,Barefoot Premium X-Dry,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.29,12,63.48,2
34_PITMERDEN_40337,34,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.57,8,52.56,2
18_FURNESS_33149,18,33149,Alamos Ridge Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.79,11,52.69,2
16_LUNDY_46447,16,46447,Gascon Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-03,2024-01-09,2024-02-19,6.12,12,73.44,2
22_SHARNWICK_10927,22,10927,Barefoot Sparklng Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.57,12,78.84,2
78_EASTHAVEN_34133,78,34133,Turning Leaf RSV Cab Svgn,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.12,24,146.88,2
7_STANMORE_46447,7,46447,Gascon Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.12,12,73.44,2
69_MOUNTMEND_18860,69,18860,Barefoot Refresh Summer Red,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.86,11,42.46,2
69_MOUNTMEND_31787,69,31787,Peter Vella Merlot Calif B/B,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,10.8,4,43.2,2
5_SUTTON_14006,5,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.44,21,114.24,2
15_WANBORNE_8036,15,8036,Livingston Chablis Cal,3L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,8.27,1,8.27,2
37_PAETHSMOUTH_18107,37,18107,Barefoot Cellars Pink Moscat,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.22,12,38.64,2
1_HARDERSFIELD_39413,1,39413,Mirassou Pnt Nr Cntrl Coast,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.06,12,60.72,2
1_HARDERSFIELD_39593,1,39593,Redwood Creek Pnt Nr Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.33,6,37.98,2
76_DONCASTER_24817,76,24817,Mirassou Pnt Nr,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,13.1,6,78.6,2
69_MOUNTMEND_23271,69,23271,Darkhorse Merlot,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.36,12,64.32,2
7_STANMORE_22043,7,22043,Five Oaks Wh Moscato,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,2.54,24,60.96,2
67_EANVERNESS_28890,67,28890,Peter Vella Wh Znfdl Cal,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.99,4,39.96,2
34_PITMERDEN_34133,34,34133,Turning Leaf RSV Cab Svgn,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.12,4,24.48,2
76_DONCASTER_6312,76,6312,Gallo Twin Valley Svgn Bl Ca,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.75,6,40.5,2
78_EASTHAVEN_16806,78,16806,Apothic Winemakers White,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.3,12,63.6,2
18_FURNESS_7715,18,7715,Andre Extra Dry,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.01,12,36.12,2
72_HARDERSFIELD_16289,72,16289,Barefoot Bubbly Pink Moscato,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-03,2024-01-09,2024-02-19,5.19,1,5.19,2
1_HARDERSFIELD_37656,1,37656,MacMurray Ranch Sonma Pnt Nr,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,13.51,12,162.12,2
38_GOULCREST_33874,38,33874,Bella Sera Pinot Grigio Del,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.62,17,112.54,2
52_GRAYCOTT_3180,52,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,10.94,4,43.76,1
50_MOUNTMEND_7715,50,7715,Andre Extra Dry,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.01,34,102.34,2
67_EANVERNESS_11320,67,11320,Edna Valley Paragon Svgn Bl,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,7.74,12,92.88,2
1_HARDERSFIELD_28890,1,28890,Peter Vella Wh Znfdl Cal,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,9.99,4,39.96,2
52_GRAYCOTT_4502,52,4502,E & J XO Brandy,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,16.17,5,80.85,1
34_PITMERDEN_6854,34,6854,Carlo Rossi Burgundy Calif,4L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.86,1,9.86,2
29_AYLESBURY_39593,29,39593,Redwood Creek Pnt Nr Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.33,5,31.65,2
15_WANBORNE_18107,15,18107,Barefoot Cellars Pink Moscat,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,3.22,3,9.66,2
69_MOUNTMEND_5404,69,5404,E & J Superior Rsv VSOP,375mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.32,21,90.72,1
38_GOULCREST_44038,38,44038,Barefoot Pnt Grigio Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.86,4,23.44,2
30_CULCHETH_32989,30,32989,Barefoot Cab Svgn Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.78,6,34.68,2
34_PITMERDEN_20447,34,20447,Barefoot Bubbly Pink Moscato,187mL 4 Pk,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,6.53,6,39.18,2
23_ARBINGTON_10727,23,10727,Starborough Svgn Bl Marlboro,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.41,12,64.92,2
69_MOUNTMEND_22361,69,22361,Ecco Domani Prosecco,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.24,12,38.88,2
79_BALLYMENA_8450,79,8450,E & J Brandy VS,1.75L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-03,2024-01-09,2024-02-19,13.86,1,13.86,1
69_MOUNTMEND_46060,69,46060,Martin Codax Albarino,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,8.49,12,101.88,2
76_DONCASTER_11440,76,11440,Peter Vella Sangria B/B,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.14,4,36.56,2
76_DONCASTER_14623,76,14623,The Naked Grape Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,4.69,11,51.59,2
1_HARDERSFIELD_22362,1,22362,Barefoot Bubbly Peach Fusion,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.45,5,32.25,2
34_PITMERDEN_40545,34,40545,Whitehaven Svgn Bl Marlboro,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,9.93,10,99.3,2
1_HARDERSFIELD_4550,1,4550,E & J XO Brandy,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,9.92,12,119.04,1
78_EASTHAVEN_24837,78,24837,Wycliff Brut,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,3.42,48,164.16,2
50_MOUNTMEND_16843,50,16843,Barefoot Cellars Red Moscato,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.44,48,165.12,2
50_MOUNTMEND_44037,50,44037,Barefoot Pnt Grigio Cal,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,3.42,12,41.04,2
7_STANMORE_34134,7,34134,Turning Leaf RSV Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-02,2024-01-09,2024-02-19,5.84,6,35.04,2
16_LUNDY_28889,16,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-03,2024-01-09,2024-02-19,10.61,3,31.83,2
1_HARDERSFIELD_31487,1,31487,Barefoot Bubbly Brut Cve,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,5.29,24,126.96,2
30_CULCHETH_40337,30,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY         ,8110,2023-12-20,2024-01-01,2024-01-09,2024-02-19,6.57,12,78.84,2
